title,url,category
"
                                2B (FA026) Ecstasy Gaming Triple Fan Case - 3Pcs ARGB                            ",https://2b.com.eg/en/2b-fa026-ecstasy-gaming-triple-fan-case-3pcs-argb.html,Gaming
"
                                Spirit of Gamer PRO-H3 Gaming Headset PS5/PS4 Edition - Orange                            ",https://2b.com.eg/en/spirit-of-gamer-pro-h3-gaming-headset-ps5-ps4-edition-orange.html,Gaming
"
                                White Shark Gaming Headset GH-2042 OCELOT - Black                            ",https://2b.com.eg/en/white-shark-gaming-headset-gh-2042-ocelot-black.html,Gaming
"
                                DOBE PlayStation 4 New Camera Protector - TP4-830                            ",https://2b.com.eg/en/dobe-playstation-4-new-camera-protector-tp4-830.html,Gaming
"
                                Tornado Portable Steam Iron 11001-300W - White x Blue - TSTHS1300                            ",https://2b.com.eg/en/tornado-portable-steam-iron-11001-300w-white-x-blue-tsths1300.html,Home Appliances
"
                                Panasonic KX-TGK210 Digital Cordless Telephone - White                            ",https://2b.com.eg/en/panasonic-kx-tgk210-digital-cordless-telephone-white.html,Home Appliances
"
                                Tornado Kitchen Ventilating Fan 25cm x 25cm - Grey x Black - TVH-25BG                            ",https://2b.com.eg/en/tornado-kitchen-ventilating-fan-25cm-x-25cm-grey-x-black-tvh-25bg.html,Home Appliances
"
                                Black & Decker Oil Heater 7 Fins 1500 Watt - Black - OR070D                            ",https://2b.com.eg/en/black-decker-oil-heater-7-fins-1500-watt-black-or070d.html,Home Appliances
"
                                Tornado Electric Blender 500W - 1.5L With 2 Mills - In Off White - MX5200/2                            ",https://2b.com.eg/en/tornado-electric-blender-500w-1-5l-with-2-mills-in-off-white-mx5200-2.html,Home Appliances
"
                                Tornado Digital Steam Iron with Non-Stick Ceramic Base 2400W - Turquoise x White - TSS-2400D                            ",https://2b.com.eg/en/tornado-digital-steam-iron-with-non-stick-ceramic-base-2400w-turquoise-x-white-tss-2400d.html,Home Appliances
"
                                Sharp Microwave Grill With Grill and 8 Cooking Menus 43 L - 1100W - Silver - R-78BR(ST)                            ",https://2b.com.eg/en/sharp-microwave-grill-with-grill-and-8-cooking-menus-43-l-1100w-silver-r-78br-st.html,Home Appliances
"
                                Tornado Electric Blender 250Watt - 1.5 Litre With 2 Mills - White - MX900/2                            ",https://2b.com.eg/en/tornado-electric-blender-250watt-1-5-litre-with-2-mills-white-mx900-2.html,Home Appliances
"
                                Sharp Split Air Conditioner 1.5HP Cool Standard With Dry and Turbo Function - White - AH-A12YES                            ",https://2b.com.eg/en/sharp-split-air-conditioner-1-5hp-cool-standard-with-dry-and-turbo-function-white-ah-a12yes.html,Home Appliances
"
                                Sharp Dishwasher For 15 Person 60 cm With Digit Display and 8 Programs - Black - QW-V815-BK2                            ",https://2b.com.eg/en/sharp-dishwasher-for-15-person-60-cm-with-digit-display-and-8-programs-black-qw-v815-bk2.html,Home Appliances
"
                                Tornado Steam Iron 2000-2400W - With Ceramic Non-Stick Soleplate - Turquoise -TST-SE2000                            ",https://2b.com.eg/en/tornado-steam-iron-2000-2400w-with-ceramic-non-stick-soleplate-turquoise-tst-se2000.html,Home Appliances
"
                                Tornado Meat Grinder 1200W With Stainless Discs and Turbo Speed - White - MG-1200T                            ",https://2b.com.eg/en/tornado-meat-grinder-1200w-with-stainless-discs-and-turbo-speed-white-mg-1200t.html,Home Appliances
"
                                LA GERMANIA Freestanding Cooker 90 x 60 cm 5 Gas Burners - Stainless Steel - 9D10GUB1X4AWW                            ",https://2b.com.eg/en/la-germania-freestanding-cooker-90-x-60-cm-5-gas-burners-stainless-steel-9d10gub1x4aww.html,Home Appliances
"
                                Fresh Electric Health Grill 2000 Watts - Black - MKG300                            ",https://2b.com.eg/en/fresh-electric-health-grill-2000-watts-black-mkg300.html,Home Appliances
"
                                Tornado Hair Clipper With Digital Indicator  Stainless Steel and Titanium blades - Black - TCP-61DB                            ",https://2b.com.eg/en/tornado-hair-clipper-with-digital-indicator-stainless-steel-and-titanium-blades-black-tcp-61db.html,Home Appliances
"
                                Tornado Shaver With 3 Blades Shaving System and Waterproof - Dark Blue - THP-32U                            ",https://2b.com.eg/en/tornado-shaver-with-3-blades-shaving-system-and-waterproof-dark-blue-thp-32u.html,Home Appliances
"
                                Tornado Curling Iron for Waving hair with Ceramic Plates - Maroon - TRY-2SM                            ",https://2b.com.eg/en/tornado-curling-iron-for-waving-hair-with-ceramic-plates-maroon-try-2sm.html,Home Appliances
"
                                Xiaomi Mi Motion-Activated Night Light 2 - White                            ",https://2b.com.eg/en/xiaomi-mi-motion-activated-night-light-2-white.html,Home Appliances
"
                                Tornado Automatic Turkish Coffee Maker 330ml 735W - White x Black -TCME-100 W                            ",https://2b.com.eg/en/tornado-automatic-turkish-coffee-maker-330ml-735w-white-x-black-tcme-100-w.html,Home Appliances
"
                                Medical Face Masks Box - 50 Pieces                             ",https://2b.com.eg/en/medical-face-masks-box-50-pieces.html,Home Appliances
"
                                Tornado Steam Iron 2000W With Water Spray and Teflon Non-Stick Soleplate TA-2000S                            ",https://2b.com.eg/en/tornado-steam-iron-2000w-with-water-spray-and-teflon-non-stick-soleplate-ta-2000s.html,Home Appliances
"
                                L'avvento (FM23B) 3 Layers Cotton Face Mask - Small - Black                            ",https://2b.com.eg/en/l-avvento-fm23b-3-layers-cotton-face-mask-small-black.html,Home Appliances
"
                                Panasonic KX-TS880 Corded Telephone                            ",https://2b.com.eg/en/panasonic-kx-ts880-corded-telephone.html,Home Appliances
"
                                Huawei Scale 3 - B19                            ",https://2b.com.eg/en/huawei-scale-3-b19.html,Home Appliances
"
                                Braun BR710 Satin Hair 7 Brush + Mp-388 Ceramic Slim Straightener - Black                            ",https://2b.com.eg/en/braun-br710-satin-hair-7-brush-mp-388-ceramic-slim-straightener-black.html,Home Appliances
"
                                Tornado Vacuum Cleaner 1600 Watt With HEPA Filter TVC - 1600M - Black*Orange                            ",https://2b.com.eg/en/tornado-vacuum-cleaner-1600-watt-hepa-filter-tvc-1600m-1.html,Home Appliances
"
                                Kenwood Electric Kettle 1.7L 1800-2150W - Black - ZJP01.A0BK                             ",https://2b.com.eg/en/kenwood-electric-kettle-1-7l-1800-2150w-black-zjp01-a0bk.html,Home Appliances
"
                                De'Longhi Dedica Style Pump Espresso Coffee Machine 15 Bar - Red - EC 685.R                            ",https://2b.com.eg/en/de-longhi-dedica-style-pump-espresso-coffee-machine-15-bar-red-ec-685-r.html,Home Appliances
"
                                De'Longhi Pump Espresso and Coffee Machine - Black - EC221B                            ",https://2b.com.eg/en/de-longhi-pump-espresso-and-coffee-machine-black-ec221b.html,Home Appliances
"
                                Fresh Kettle - 1.7 Liter - Stainless - ESK17154                            ",https://2b.com.eg/en/fresh-kettle-1-7-liter-stainless-esk17154.html,Home Appliances
"
                                Falcon Water Despenser 2 Tabs - Silver - WDS350C                             ",https://2b.com.eg/en/falcon-water-despenser-2-tabs-silver-wds350c.html,Home Appliances
"
                                Tornado Automatic Turkish Coffee Maker 330ml - 735W - Rose x Black - TCME-100 RS                            ",https://2b.com.eg/en/tornado-automatic-turkish-coffee-maker-330ml-735w-rose-x-black-tcme-100-rs.html,Home Appliances
"
                                Tornado Steam Iron With Teflon Non-Stick - 1800W - Baby Blue - TST-1800                            ",https://2b.com.eg/en/tornado-steam-iron-with-teflon-non-stick-1800w-baby-blue-tst-1800.html,Home Appliances
"
                                Tornado Stainless Steel Kettle 1.7L 1850-2200W - Silver - TKS-2117                            ",https://2b.com.eg/en/tornado-stainless-steel-kettle-1-7l-1850-2200w-silver-tks-2117.html,Home Appliances
"
                                Tornado Gas Water Heater 10 Liter - GHM-C10BNE-W                            ",https://2b.com.eg/en/tornado-gas-water-heater-10-liter-ghm-c10bne-w.html,Home Appliances
"
                                Braun MGK5280 All in One 9-in-1 Hair Trimmer with Gillette Fusion5 ProGlide Razor for Men                            ",https://2b.com.eg/en/braun-mgk5280-all-in-one-9-in-1-hair-trimmer-with-gillette-fusion5-proglide-razor-for-men.html,Home Appliances
"
                                Panasonic Cordless Phone KX-TGD310 - White                            ",https://2b.com.eg/en/panasonic-cordless-phone-kx-tgd310.html,Home Appliances
"
                                Tornado Stainless Steel Kettle 1.5 L - 2200W - Silver - TKS2215                            ",https://2b.com.eg/en/tornado-stainless-steel-kettle-1-5-l-2200w-silver-tks2215.html,Home Appliances
"
                                Tornado Stainless Steel Kettle 1.8L - 18500-2200 Watt - Black - TKS2218 B                            ",https://2b.com.eg/en/tornado-stainless-steel-kettle-1-8l-18500-2200-watt-black-tks2218-b.html,Home Appliances
"
                                Tornado Gas Water Heater 10L Digital For Natural Gas - White Color - GHMP10NA                            ",https://2b.com.eg/en/tornado-gas-water-heater-10l-digital-for-natural-gas-white-color-ghmp10na.html,Home Appliances
"
                                Tornado Microwave Solo 25 Litre 900 Watt - Silver - TM-25MS                            ",https://2b.com.eg/en/tornado-microwave-solo-25-litre-900-watt-silver-tm-25ms.html,Home Appliances
"
                                Toshiba Washing Machine Top Automatic 11 Kg With Pump - Silver - AEWE1150SUP(DS)                            ",https://2b.com.eg/en/toshiba-washing-machine-top-automatic-11-kg-with-pump-silver-aewe1150sup-ds.html,Home Appliances
"
                                BaByliss 3D Liss Brush - Black - HSB101E                            ",https://2b.com.eg/en/babyliss-3d-liss-brush-black-hsb101e.html,Home Appliances
"
                                Babyliss 2 in 1 Wet and Dry Hair Curler & Straightener - Black - ST330E                            ",https://2b.com.eg/en/babyliss-2-in-1-wet-and-dry-hair-curler-straightener-black-st330e.html,Home Appliances
"
                                Babyliss IPro Hot Air Hair Straightener - Purple - ST395E                            ",https://2b.com.eg/en/babyliss-ipro-hot-air-hair-straightener-purple-st395e.html,Home Appliances
"
                                Fresh Ceiling Fan Karioka                            ",https://2b.com.eg/en/fresh-ceiling-fan-karioka.html,Home Appliances
"
                                Tornado Wall Fan 18 Inch With 4 Plastic Blades and 3 Speeds - Black - TWF-18                            ",https://2b.com.eg/en/tornado-wall-fan-18-inch-with-4-plastic-blades-and-3-speeds-black-twf-18.html,Home Appliances
"
                                Tornado Hand Blender 500W With Stainless Steel Whisk - White - HB500T                            ",https://2b.com.eg/en/tornado-hand-blender-500w-with-stainless-steel-whisk-white-hb500t.html,Home Appliances
"
                                Laptop Charger Compatible With Lenovo -19.5 V/4.62 A - Connector USB                            ",https://2b.com.eg/en/lenovo-laptop-charger-19-5-v-4-62-a-connector-usb.html,Accessories
"
                                Laptop Charger Compatible with Toshiba - 19 V/3.42 A - Size 5.5*2.5                            ",https://2b.com.eg/en/toshiba-laptop-charger-19-v-3-42-a-size-5-5-2-5.html,Accessories
"
                                Laptop Charger Compatible With HP - 19 V/4.74 A - Size 7.4*5.0 mm                            ",https://2b.com.eg/en/hp-laptop-charger-19-v-4-74-a-size-7-4-5-0-mm.html,Accessories
"
                                2B (CV668) Converter From USB2.0 To LAN - White                             ",https://2b.com.eg/en/2b-cv668-converter-from-usb2-0-to-lan-converter.html,Accessories
"
                                Anker SoundCore Icon - A3122H11 - Black                            ",https://2b.com.eg/en/anker-soundcore-icon-a3122h11-black.html,Accessories
"
                                Avantree Outdoor Bluetooth Speaker, Water Resistant, Support SD Card - 10W - BTSP-WP400 - Black                            ",https://2b.com.eg/en/avantree-outdoor-wireless-speaker-10w-btsp-wp400-black.html,Accessories
"
                                Manhattan USB-C to Multiport A/V Converter - MST Hub - Black                            ",https://2b.com.eg/en/manhattan-usb-c-to-multiport-a-v-converter-mst-hub-black.html,Accessories
"
                                2B (CR003) - USB 2.0 - Card Reader All in one 480 Mbps                            ",https://2b.com.eg/en/high-quality-memory-card-reader.html,Accessories
"
                                Devia Rainbow Series Stereo Portable Bluetooth V4.2 Speaker - Rainbow                             ",https://2b.com.eg/en/devia-rainbow-series-stereo-portable-bluetooth-v4-2-speaker-rainbow.html,Accessories
"
                                Apple iPhone 7 Rubber Back Cover - Transparent                            ",https://2b.com.eg/en/apple-iphone-7-rubber-back-cover-transparent.html,Accessories
"
                                Apple IPHONE 7 Plus Rubber Back Cover - Transparent                            ",https://2b.com.eg/en/apple-iphone-7-plusrubber-back-cover-transparent.html,Accessories
"
                                Zeblaze Vibe 5 Pro Smart Watch - Black                            ",https://2b.com.eg/en/zeblaze-vibe-5-pro-smart-watch-black.html,Accessories
"
                                DesOfIcon Converter HDMI male to HDMI male Adapter 180cm                             ",https://2b.com.eg/en/desoficon-converter-hdmi-male-to-hdmi-male-adapter-180cm.html,Accessories
"
                                Devia EM052 Grace Series TWS Portable Bluetooth Speaker Waterproof IPX-5                            ",https://2b.com.eg/en/devia-em052-grace-series-tws-portable-bluetooth-speaker-waterproof-ipx-5.html,Accessories
"
                                Smart Watch Dt96 - Black                            ",https://2b.com.eg/en/smart-watch-dt96-black.html,Accessories
"
                                Anker A3167H11 Soundcore Flare Mini Bluetooth Speaker - Black                            ",https://2b.com.eg/en/anker-a3167h11-soundcore-flare-mini-black.html,Accessories
"
                                JBL GO3 - Black                            ",https://2b.com.eg/en/jbl-go3-black.html,Accessories
"
                                Samsung Galaxy Watch4 Classic Bluetooth 46 - Silver                            ",https://2b.com.eg/en/samsung-galaxy-watch4-classic-bluetooth-46-silver.html,Accessories
"
                                JBL GO3 - Blue                            ",https://2b.com.eg/en/jbl-go3-blue.html,Accessories
"
                                Samsung Galaxy Watch4 Bluetooth 44m - Black                            ",https://2b.com.eg/en/samsung-galaxy-watch4-bt-44m-black.html,Accessories
"
                                Devia EM021 Kintone series Fabric Speaker - Gray                            ",https://2b.com.eg/en/devia-em021-kintone-series-fabric-speaker-gray.html,Accessories
"
                                Manhattan Universal Flat-Panel TV Low Profile Wall Mount - 32 To 55 Inch Television 460934                            ",https://2b.com.eg/en/manhattan-universal-flat-panel-tv-low-profile-wall-mount-32-to-55-inch-television-460934.html,Accessories
"
                                AW9 Smartwatch Bracelet Bluetooth Call Fitness Tracker Heart Rate Monitor - Black                            ",https://2b.com.eg/en/aw9-smartwatch-bracelet-bluetooth-call-fitness-tracker-heart-rate-monitor-black.html,Accessories
"
                                HP USB-C to RJ45 Adapter - V8Y76AA - Black                            ",https://2b.com.eg/en/hp-usb-c-to-rj45-adapter-v8y76aa-black.html,Accessories
"
                                Smart Watch Dt95 - Black                            ",https://2b.com.eg/en/smart-watch-dt95-black.html,Accessories
"
                                Manhattan Universal Flat-Panel TV Tilting Wall Mount - 32 To 55 Inch Television 460941                            ",https://2b.com.eg/en/manhattan-universal-flat-panel-tv-tilting-wall-mount-32-to-55-inch-television-460941.html,Accessories
"
                                2B (DC164) - HDMI to HDMI - 3Meter                            ",https://2b.com.eg/en/2b-dc164-hdmi-to-hdmi-3meter.html,Accessories
"
                                Anker Bluetooth Soundcore Wakey - A3300321 - White                            ",https://2b.com.eg/en/anker-bluetooth-soundcore-wakey-a3300321-white.html,Accessories
"
                                Anker A3121H11 Soundcore Icon Mini Bluetooth Speaker - Black                            ",https://2b.com.eg/en/anker-a3121h11-soundcore-icon-mini-black.html,Accessories
"
                                HP - Cable USB A To USB C - V3.0 - 3.0M - 2UX16AA                            ",https://2b.com.eg/en/hp-usb-a-to-usb-c-v3-0-3-0m-2ux16aa.html,Accessories
"
                                Havit MX 701 Portable Bluetooth Speaker Alarm clock  - Gray                            ",https://2b.com.eg/en/havit-mx-701-portable-bluetooth-speaker-alarm-clock-gray.html,Accessories
"
                                Mecool TV Box KM3 Google With Voice Remote - 4GB - 64GB - S905X2                            ",https://2b.com.eg/en/mecool-tv-box-km3-google-with-voice-remote-4gb-64gb-s905x2.html,Accessories
"
                                2B (FT805) Blutooth FM Transmitter Car Charger 2.4 A - Black                            ",https://2b.com.eg/en/2b-ft805-blutooth-fm-transmitter-2-4a-car-charger-2-4-a-black.html,Accessories
"
                                Devia EM050 Crystal Series TWS Speaker with silicon case 2 Pieces - Silver                            ",https://2b.com.eg/en/devia-em050-crystal-series-tws-speaker-with-silicon-case-2-pieces-silver.html,Accessories
"
                                Apple watch series 6 - 44mm - Red                            ",https://2b.com.eg/en/apple-watch-series-6-44mm-red.html,Accessories
"
                                Devia EM021 Kintone series Fabric Speaker - Red                            ",https://2b.com.eg/en/devia-em021-kintone-series-fabric-speaker-red.html,Accessories
"
                                2B (CV895) - HDMI to HDMI - 360 Rotate - 1.8M                            ",https://2b.com.eg/en/hdmi-to-hdmi-360-rotate-1-4v-box-packing.html,Accessories
"
                                Google Chromecast 4K with Google TV - Snow                            ",https://2b.com.eg/en/google-chromecast-4k-with-google-tv-snow.html,Accessories
"
                                Master LED/LCD 32:70""  Universal Moving TV Wall Mount                            ",https://2b.com.eg/en/master-led-lcd-32-70-universal-moving-tv-wall-mount.html,Accessories
"
                                Devia EM061 Wind Series TWS Speaker Speaker 2 Pieces - Blue                             ",https://2b.com.eg/en/devia-em061-wind-series-tws-speaker-speaker-2-pieces-blue.html,Accessories
"
                                Cable Type C to 3 Port USB HUB With Ethernet Hub RJ45 Adapter                            ",https://2b.com.eg/en/type-c-to-3-port-hub.html,Accessories
"
                                AW9 Smartwatch Bracelet Bluetooth Call Fitness Tracker Heart Rate Monitor - Silver                            ",https://2b.com.eg/en/aw9-smartwatch-bracelet-bluetooth-call-fitness-tracker-heart-rate-monitor-silver.html,Accessories
"
                                JBL CLIP4BLK Bluetooth Speaker Water - Black                            ",https://2b.com.eg/en/jbl-clip4blk-bluetooth-speaker-water-black.html,Accessories
"
                                2B (CV135) HDMI E-Tender 30m Using Cat 5 and Cat 6 Cables                            ",https://2b.com.eg/en/2b-cv135-hdmi-etender-30m-using-cat-5-and-cat-6-cables.html,Accessories
"
                                JBL CLIP4BLK Bluetooth Speaker Water - Blue                            ",https://2b.com.eg/en/jbl-clip4blk-bluetooth-speaker-water-blue.html,Accessories
"
                                JBL GO3 - Red                            ",https://2b.com.eg/en/jbl-go3-red.html,Accessories
"
                                2B (CV075) Cable HDMI Female to HDMI Male - Rotate 360 Degree                            ",https://2b.com.eg/en/hdmi-female-to-hdmi-male-360-rotate-flexible.html,Accessories
"
                                Victory Batteries Bundle  8 AA + 4 AAA 1.5V                            ",https://2b.com.eg/en/victory-batteries-bundle-8-aa-4-aaa-1-5v.html,Accessories
"
                                Tornado Kitchen Machine 600W With 4L Stainless Steel Bowl - White - SM600T                            ",https://2b.com.eg/en/tornado-kitchen-machine-600w-with-4l-stainless-steel-bowl-white-sm600t.html,Home Appliances
"
                                Tornado Hand Mixer 300W With 4 Speeds and Turbo Speed - White - HM300T                            ",https://2b.com.eg/en/tornado-hand-mixer-300w-with-4-speeds-and-turbo-speed-white-hm300t.html,Home Appliances
"
                                Tornado Toaster 2 Slices 700 Watt - White - TT700                            ",https://2b.com.eg/en/tornado-toaster-2-slices-700-watt-white-tt700.html,Home Appliances
"
                                Fresh Electric Water Heater 20 L - 8624                            ",https://2b.com.eg/en/fresh-electric-water-heater-20-l-8624.html,Home Appliances
"
                                White Point Electric Water Heater 65 Liters With Digital Screen - White - WPEWH65D                            ",https://2b.com.eg/en/white-point-electric-water-heater-65-liters-with-digital-screen-white-wpewh65d.html,Home Appliances
"
                                Ariston Electric Water Heater 50 Liters Titanium - PRO1 R50VEG                            ",https://2b.com.eg/en/ariston-electric-water-heater-50-liters-titanium-pro1-r50veg.html,Home Appliances
"
                                Fast hair Straightener Hair Brush HQT906                            ",https://2b.com.eg/en/fast-hair-straightener-hair-brush-hqt906.html,Home Appliances
"
                                Kemei KM6559 Dry For Men Hair Trimmer                            ",https://2b.com.eg/en/kemei-km6559-dry-for-men-hair-trimmer.html,Home Appliances
"
                                Kemei KM-1974A Professional Hair Clipper                            ",https://2b.com.eg/en/kemei-km-1974a-professional-hair-clipper.html,Home Appliances
"
                                Kemei Super Grooming Kit 11*1 - Km600                            ",https://2b.com.eg/en/kemei-super-grooming-kit-11-1-km600.html,Home Appliances
"
                                VGR V-290-Rechargeable Hair Shaver - VG081HB0BKJM0NAFAMZ                            ",https://2b.com.eg/en/vgr-v-290-rechargeable-hair-shaver-vg081hb0bkjm0nafamz.html,Home Appliances
"
                                Media Tech MT-SM205 Sandwich Maker                            ",https://2b.com.eg/en/media-tech-mt-sm205-sandwich-maker.html,Home Appliances
"
                                Media Tech MT-23E Metal Hand Blender - 450Watt - Black                            ",https://2b.com.eg/en/media-tech-mt-23e-metal-hand-blender-450watt-black.html,Home Appliances
"
                                Tornado Automatic Turkish Coffee Maker 330ml, 735 Watt - Brown  TCME100MILK                            ",https://2b.com.eg/en/tornado-automatic-turkish-coffee-maker-330ml-735-watt-brown-tcme100milk.html,Home Appliances
"
                                Tornado LED TV 32 Inch HD With Built-In Receiver, 32ER9300E                            ",https://2b.com.eg/en/tornado-led-tv-32-inch-hd-with-built-in-receiver-32er9300e.html,Home Appliances
"
                                Kemei KM-605 hair cutting machine Professional electric hair trimmer                            ",https://2b.com.eg/en/kemei-km-605-hair-cutting-machine-professional-electric-hair-trimmer.html,Home Appliances
"
                                Tornado Stand Fan 16 Inch 4 Plastic Blades - Black - Tsf-16w                            ",https://2b.com.eg/en/tornado-stand-fan-16-inch-4-plastic-blades-black-tsf-16w.html,Home Appliances
"
                                Black & Decker 12Vdc Epp Acc Kit Auto Vacuum - Nv1210Av-B5 - Multi Color                            ",https://2b.com.eg/en/black-decker-12vdc-epp-acc-kit-auto-vacuum-nv1210av-b5-multi-color.html,Home Appliances
"
                                Hikoki Circular Saw 1710W                            ",https://2b.com.eg/en/hikoki-circular-saw-1710w.html,Home Appliances
"
                                Fresh Microwave 28 Liters - 900 Watt - FMW-28ECB                            ",https://2b.com.eg/en/fresh-microwave-28-liters-900-watt-fmw-28ecb.html,Home Appliances
"
                                Fresh Microwave With Grill 28 Liters - 900 Watt - FMW-28ECGB                            ",https://2b.com.eg/en/fresh-microwave-oven-with-grill-28-liters-900-watt-fmw-28ecgb.html,Home Appliances
"
                                Mienta Hand Mixer - 300W - HM13429A                            ",https://2b.com.eg/en/mienta-hand-mixer-300w-hm13429a.html,Home Appliances
"
                                Tornado Electric Blender with Extra Jar 1000W - Black - TBL-1000W                            ",https://2b.com.eg/en/tornado-electric-blender-with-extra-jar-1000w-black-tbl-1000w.html,Home Appliances
"
                                Tornado Wall Fan 16 Inch - Black - TWF-16                            ",https://2b.com.eg/en/tornado-wall-fan-16-inch-black-twf-16.html,Home Appliances
"
                                Panasonic KX-TGC410 Cordless Phone – Black                            ",https://2b.com.eg/en/panasonic-kx-tgc410-cordless-phone-black.html,Home Appliances
"
                                Yalla Osn receiver + 3 months subscription for free in Yalla Osn package                            ",https://2b.com.eg/en/osn-yalla-package-receiver-3-months-subscribtion.html,Home Appliances
"
                                Bergen BY-520 Hot and Cold Water Dispenser - White Black                            ",https://2b.com.eg/en/bergen-by-520-hot-and-cold-water-dispenser-white-black.html,Home Appliances
"
                                Mienta Kettle Stainless steel - 2150W - EK20920A                            ",https://2b.com.eg/en/mienta-kettle-stainless-steel-2150w-ek20920a.html,Home Appliances
"
                                Mienta Coffee Maker Fresh Brew CM31216A - 1000W (10 - 12 cups) 1.25 L                            ",https://2b.com.eg/en/mienta-coffee-maker-fresh-brew-cm31216a-1000w-10-12-cups-1-25-l.html,Home Appliances
"
                                Bergen Water Dispenser Hot and Cold - BY90 - Silver                            ",https://2b.com.eg/en/bergen-water-dispenser-hot-and-cold-by90-silver.html,Home Appliances
"
                                Fresh Microwave - 25L - FMW-25KC-S                            ",https://2b.com.eg/en/fresh-microwave-25l-fmw-25kc-s.html,Home Appliances
"
                                Tornado Bathroom Ventilating Fan 25cm x 25cm Grey x Black - With Privacy Grid - TVS-25BG                            ",https://2b.com.eg/en/tornado-bathroom-ventilating-fan-25cm-x-25cm-grey-x-black-with-privacy-grid-tvs-25bg.html,Home Appliances
"
                                Grouhy Food Processor 1000W 40 Function Malaysian - White - GFP1040W                            ",https://2b.com.eg/en/grouhy-food-processor-1000w-40-function-malaysian-white-gfp1040w.html,Home Appliances
"
                                Black & Decker 4 L Digital Air Fryer AerOfry - AF400 - Black + Free Black & Decker Sandwich Maker 2 Slice - 600W - Black - TS1000                            ",https://2b.com.eg/en/black-decker-4-l-digital-air-fryer-aerofry-af400-black-free-black-decker-sandwich-maker-2-slice-600w-black-ts1000.html,Home Appliances
"
                                Tornado Water Dispenser with cabinet and 1 faucet - Black x White - WDM-H40ABE-WB                            ",https://2b.com.eg/en/tornado-water-dispenser-with-cabinet-and-1-faucet-black-x-white-wdm-h40abe-wb-1.html,Home Appliances
"
                                Tornado Water Dispenser With 2 Faucet For Cold and Hot Water - White - WDM-H45ASE-W                            ",https://2b.com.eg/en/tornado-water-dispenser-with-2-faucet-for-cold-and-hot-water-white-wdm-h45ase-w-1.html,Home Appliances
"
                                White Point No-Frost Upright Freezer 7 Drawers - Silver - WPVF371S                            ",https://2b.com.eg/en/white-point-no-frost-upright-freezer-7-drawers-silver-wpvf371s.html,Home Appliances
"
                                Tornado Kettle Stainless Steel 1.8L 1850-2200W - TKS-2218                            ",https://2b.com.eg/en/tornado-kettle-stainless-steel-1-8l-1850-2200w-tks-2218.html,Home Appliances
"
                                Panasonic KX-TS500 Single Line Integrated Corded Telephone                             ",https://2b.com.eg/en/panasonic-kx-ts500-integrated-corded-telephone-black.html,Home Appliances
"
                                Black and Decker 1 Cup Coffee Maker 330 Watts - Black - Dcm25-B5                            ",https://2b.com.eg/en/black-and-decker-1-cup-coffee-maker-330-watts-black-dcm25-b5.html,Home Appliances
"
                                Toshiba Bathroom Ventilating Fan 20cm x20cm - With Privacy Grid - VRH20S1                            ",https://2b.com.eg/en/toshiba-bathroom-ventilating-fan-20cm-x20cm-with-privacy-grid-vrh20s1.html,Home Appliances
"
                                Toshiba Bathroom Ventilating Fan 25cm x 25cm In Brown Or Off White - With Privacy Grid VRH25S1                            ",https://2b.com.eg/en/toshiba-bathroom-ventilating-fan-25cm-x-25cm-in-brown-or-off-white-with-privacy-grid-vrh25s1.html,Home Appliances
"
                                Tornado Electric Water Heater Digital Screen 65L -  Silver EWH-S65CSE-S                            ",https://2b.com.eg/en/tornado-electric-water-heater-digital-screen-65l-silver-ewh-s65cse-s.html,Home Appliances
"
                                Grand Water Dispenser Hot And Cold With Refrigerator Silver - Wds310F                            ",https://2b.com.eg/en/grand-water-dispenser-hot-and-cold-with-refrigerator-silver-wds310f.html,Home Appliances
"
                                Ariston Gas Water Heater - 10 Liters - DGL10LCFNG                            ",https://2b.com.eg/en/ariston-gas-water-heater-10-liters-dgl10lcfng.html,Home Appliances
"
                                Falcon Water Despenser 2 Tab - Silver - WDS70C                            ",https://2b.com.eg/en/falcon-water-despenser-2-tab-silver-wds70c.html,Home Appliances
"
                                Tornado Hand Blender 1000W with Chopper and Stainless Steel Blade THB-1000MC                            ",https://2b.com.eg/en/tornado-hand-blender-1000w-with-chopper-and-stainless-steel-blade-thb-1000mc.html,Home Appliances
"
                                Carrier 53QHCET 30 Optimax Pro Cooling & Heating Split Air Conditioner 4 HP                            ",https://2b.com.eg/en/carrier-53qhcet-30-optimax-pro-cooling-heating-split-air-conditioner-4-hp.html,Home Appliances
"
                                Lenovo IdeaPad Gaming 3 15IMH05(Intel® Core™ i7-10750H - 16GB - 512GBSSD - NVIDIA GeForce GTX 1650 Ti 4GB - 15.6"" FHD)Black                            ",https://2b.com.eg/en/lenovo-ideapad-gaming-3-15imh05-intelr-coretm-i7-10750h-16gb-512gbssd-nvidia-geforce-gtx-1650-ti-4gb-15-6-fhd-black.html,Computers
"
                                HP Pavilion 15-dk2057ne (Intel® Core™ i5-11300H - 8GB - 512GBSSD - NVIDIA GeForce GTX 1650 4GB -15.6"" FHD-Win10) Black                            ",https://2b.com.eg/en/hp-pavilion-15-dk2057ne-intelr-coretm-i5-11300h-8gb-512gbssd-nvidia-geforce-gtx-1650-4gb-15-6-fhd-win10.html,Computers
